Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
numenta,reward_low_FP_rate,artificialNoAnomaly/art_noisy.csv,0.575195503235,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.575195503235,-0.22,0,3427,1,0,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.575195503235,0.337302738031,6,3021,2,399,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_FB.csv,0.575195503235,1.50048222172,3,13500,1,1579,15833
numenta,reward_low_FP_rate,realTweets/Twitter_volume_IBM.csv,0.575195503235,-1.92958961576,5,13535,18,1585,15893
numenta,reward_low_FP_rate,realAdExchange/exchange-4_cpc_results.csv,0.575195503235,0.512263690746,3,1231,1,162,1643
numenta,reward_low_FP_rate,realTraffic/occupancy_6005.csv,0.575195503235,0.861272490375,1,1784,0,238,2380
numenta,reward_low_FP_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.575195503235,-1.23320103313,15,15791,10,1484,18050
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.575195503235,0.875727409493,3,3025,0,400,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.575195503235,-2.0,0,931,0,126,1243
numenta,reward_low_FP_rate,realAdExchange/exchange-2_cpc_results.csv,0.575195503235,-1.44,0,1216,2,163,1624
numenta,reward_low_FP_rate,realTraffic/occupancy_t4013.csv,0.575195503235,1.5160251845,4,1874,1,246,2500
numenta,reward_low_FP_rate,realTweets/Twitter_volume_CRM.csv,0.575195503235,0.723575559502,5,13559,0,1588,15902
numenta,reward_low_FP_rate,realTweets/Twitter_volume_CVS.csv,0.575195503235,1.87550622489,9,13573,4,1517,15853
numenta,reward_low_FP_rate,realTweets/Twitter_volume_KO.csv,0.575195503235,2.24288614785,6,13512,2,1581,15851
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.575195503235,0.656833041796,3,3025,1,399,4032
numenta,reward_low_FP_rate,realTraffic/speed_6005.csv,0.575195503235,0.182622001756,3,1883,3,236,2500
numenta,reward_low_FP_rate,realTweets/Twitter_volume_GOOG.csv,0.575195503235,-0.700195914837,4,13653,7,1428,15842
numenta,reward_low_FP_rate,realTraffic/speed_t4013.csv,0.575195503235,1.98462491465,7,1871,0,243,2495
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.575195503235,0.739634634561,2,3023,0,403,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.575195503235,0.736537840284,8,3084,1,335,4032
numenta,reward_low_FP_rate,realTraffic/TravelTime_451.csv,0.575195503235,-1.0,0,1621,0,217,2162
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,0.575195503235,0.86067182427,4,3025,0,399,4032
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.575195503235,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/grok_asg_anomaly.csv,0.575195503235,1.47519460411,8,3457,6,457,4621
numenta,reward_low_FP_rate,realTweets/Twitter_volume_AAPL.csv,0.575195503235,0.709733737974,11,13558,6,1577,15902
numenta,reward_low_FP_rate,realTweets/Twitter_volume_UPS.csv,0.575195503235,1.64487861789,13,13527,4,1572,15866
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.575195503235,0.638908670438,3,3024,1,400,4032
numenta,reward_low_FP_rate,realAdExchange/exchange-2_cpm_results.csv,0.575195503235,1.28824330604,3,1217,2,159,1624
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.575195503235,-0.66,0,3425,3,0,4032
